sku,name,vendor,price,url,description,tags
FNM14,Nanlite Softbox Rapid 60 - 90 - 120 Parabolic,Nanlite,2890000,https://store.kingcom.com.vn/products/nanlite-softbox-rapid-90-120-parabolic,"Việc sử dụng ánh sáng là rất quan trọng trong quá trình sản xuất và việc sử dụng các bộ điều chỉnh là điều cần thiết trong việc định hình ánh sáng. Các bộ điều chỉnh hiệu quả có thể cải thiện đáng kể hiệu quả chiếu sáng tại trường quay trong khi cho phép người sáng tạo kiểm soát chặt chẽ giữa ánh sáng và bóng tối. Dựa trên điều này, các softbox dòng Nanlite Rapid được giới thiệu. Lần ra mắt đầu tiên đi kèm với Softbox Parabolic Rapid 60 (SB-FMM-RP90) ngàm FMM cho đèn Nanlite Forza 60B II, Forza 60C, FS-60B, FC-120B, FC-120C và Softbox Parabolic Rapid 90 (SB-RP90) và Softbox Parabolic Rapid 120 (SB-RP120) . So với các softbox tháo lắp nhanh truyền thống, dòng sản phẩm mới này không chỉ duy trì hiệu suất định hình ánh sáng chuyên nghiệp mà còn có vòng tốc độ chốt nhanh cải tiến giúp cải thiện hiệu quả vận hành hơn nữa, giúp việc lắp đặt nhanh chóng trở nên khả thi. RAPID SETUP (Thiết Lập Nhanh Chóng) Softbox parabol rapid được thiết kế với vòng tốc độ rapid-latch cải tiến của Nanlite , định nghĩa lại thiết lập nhanh. Chỉ cần một động tác kéo và nhấn, vòng tốc độ sẽ dễ dàng khóa vào đúng vị trí. Bước duy nhất còn lại là gắn vải khuếch tán bằng móc và khóa vòng, và toàn bộ thiết lập có thể hoàn tất trong vòng 5 giây. Việc thu gọn softbox parabol Rapid series thậm chí còn nhanh hơn: chỉ cần giữ tay cầm và bóp, softbox sẽ gập lại chỉ trong 1 giây . Thiết lập và tháo lắp nhanh chóng, đơn giản làm cho rapid 60, 90 và rapid 120 trở nên lý tưởng cho sản xuất nhanh, tin tức, phim tài liệu. Các sản phẩm lớn hơn cũng sẽ thấy softbox Rapid series lý tưởng khi có nhiều softbox để lắp trên phim trường. Ánh sáng mạnh mẽ nhưng dịu nhẹ Bên trong của softbox parabol rapid 60, 90 và rapid 120 có vải phản quang giúp tăng cường ánh sáng, giảm hiệu quả tình trạng mất ánh sáng và giảm thiểu sự thay đổi màu sắc. Bộ khuếch tán tiêu chuẩn và bộ khuếch tán nhẹ được bao gồm, cung cấp các tùy chọn linh hoạt để định hình ánh sáng nhằm đáp ứng các yêu cầu khác nhau. Bộ khuếch tán được làm bằng vật liệu mật độ cao, mang lại hiệu ứng khuếch tán đều hơn. Một hộp đựng trứng được bao gồm có thể kiểm soát thêm hướng và sự lan tỏa của ánh sáng, giúp lý tưởng để chiếu sáng chủ thể với lượng ánh sáng tràn ra các khu vực khác tối thiểu. Thiết Kế Bền Bỉ Softbox parabol 60/90/120 có thiết kế tích hợp với vòng tốc độ, gờ và vải khuếch tán, mang lại sự ổn định đồng thời loại bỏ sự phiền toái khi xử lý nhiều thành phần, giúp lắp đặt và lưu trữ nhanh hơn và dễ dàng hơn. Softbox phân bổ đều áp lực khi chịu tác động của các lực bên ngoài nhờ sự hỗ trợ của 16 gờ thép cacbon cao. Những gờ này làm giảm nguy cơ biến dạng và tăng cường khả năng chống gió của mỗi softbox khi sử dụng ngoài trời. Vải khuếch tán được làm từ vải oxford bền và chống mài mòn, được thiết kế để chịu được sự khắc nghiệt khi sử dụng trên phim trường. Ngàm Bowens phổ thông Softbox parabol rapid 60 ngàm FMM tương thích cho đèn Nanlite Forza 60B II, Forza 60C, FS-60B, FC-120B, FC-120C, Rapid 90 và rapid 120 được trang bị ngàm Bowens, khiến chúng không chỉ tương thích với các thiết bị Nanlite Forza, FC và FS series, mà còn với các thiết bị đèn gắn Bowens khác trên thị trường. Chất lượng cao cấp của nguồn sáng và ánh sáng dịu nhẹ của softbox bổ sung cho nhau, mang đến cho người dùng một trải nghiệm chiếu sáng thỏa mãn hơn. Dễ dàng di chuyển Sau khi thu gọn, softbox parabol 60/90/120 có thể gấp phẳng, tiết kiệm không gian đáng kể. Mỗi softbox đều có túi đựng để cất giữ thuận tiện và dễ dàng mang theo khi chụp ngoài trời.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FCDA1,KASE AGC Variable ND 1.5-10 Stops Fliter,KASE,1290000,https://store.kingcom.com.vn/products/kase-agc-variable-nd-1-5-10-stops-fliter,"Ống kính Kase Variable ND1.5-10 AGC Một ống kính với nhiều bánh răng, điều chỉnh bánh răng nhanh chóng Ống kính Kase Variable ND1.5-10 AGC Kiểm soát ánh sáng ổn định, Quản lý phơi sáng chính xác Bốn ưu điểm Chọn Kase Variable ND1.5-10 AGC Kính quang học AGC Được làm bằng kính quang học và lớp phủ nhiều lớp, với kính quang học AGC phủ 8+4 lớp hai mặt. Độ nét cao với độ ám màu thấp Kiểm soát độ ám màu thấp đảm bảo bản thân bộ lọc không gây ra bất kỳ biến dạng màu nào, chỉ đơn giản là giảm lượng ánh sáng đi vào. Giảm sáng chính xác Sự chuyển đổi giữa các cấp số khác nhau rất tự nhiên, và có thể đạt được chất lượng hình ảnh tốt từ góc rộng đến tele. Điều chỉnh cấp số nhanh chóng Vòng điều chỉnh xoay mượt mà cho bộ lọc ND biến đổi. Kiểm soát ánh sáng chính xác cho nhiều nhu cầu chụp ảnh khác nhau Kính lọc ND biến thiên hoạt động như một ống kính zoom, với phạm vi ứng dụng rộng. Phù hợp với nhiều bối cảnh chụp khác nhau, dù là chân dung hay phong cảnh. Khẩu độ rộng, không sợ phơi sáng quá mức Khi sử dụng kính lọc ND cho chụp ảnh phơi sáng lâu, vui lòng kết hợp với chân máy để đảm bảo chất lượng hình ảnh cuối cùng. Trải nghiệm tuyệt vời, Chất lượng tối ưu Lớp phủ đa lớp Sử dụng kính quang học AGC với lớp phủ đa lớp CHỐNG TRỪ/ÍT ĐỔI MÀU Khẩu độ thay đổi ND1.5-10 AGC 77mm Chống nước, Chống bụi bẩn, Dễ vệ sinh Dễ dàng loại bỏ vết nước, dầu mỡ và dấu vân tay. Giới hạn không khóa Vòng điều chỉnh xoay trơn tru mà không bị kẹt.","KASE, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
FNC22,Nanlite RC-1,Nanlite,430000,https://store.kingcom.com.vn/products/nanlite-rc-1,"Kích thước : 123mm x 40mm x 5mm Bộ điều khiển từ xa hai màu NANLITE cho phép bạn điều chỉnh độ sáng, nhiệt độ màu và chuyển đổi ánh sáng dịu & mạnh. Điều chỉnh độ sáng từ 0-100%; Nhấn và giữ để điều chỉnh nhanh. Nó có thể thiết lập 512 mã địa chỉ để điều khiển không dây đèn và điều khiển từ xa nhiều đèn cùng một lúc. Màn hình LED hiển thị dữ liệu liên quan. Có thể sử dụng 2 pin AAA. Nó sẽ ở chế độ ngủ sau khi dừng hoạt động trong 30 giây, nhấn bất kỳ nút nào để đánh thức.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FVSC7,Ống Kính Viltrox AF 35mm F1.7 Air For Sony E / Fujifilm X / Nikon Z,Viltrox,3890000,https://store.kingcom.com.vn/products/viltrox-af-35mm-f1-7-air-aps-c-lens-for-e-x-z-mount,"Viltrox AF 35mm F1.7 Air là người bạn đồng hành hoàn hảo cho những ai yêu thích sự tự do và linh hoạt trong nhiếp ảnh. Với trọng lượng siêu nhẹ chỉ 180g và thiết kế nhỏ gọn, ống kính này cung cấp góc nhìn tự nhiên tương đương 53mm trên Full Frame – tiêu cự ""vàng"" cho mọi nhu cầu từ ảnh chân dung đến đời thường. Sở hữu khẩu độ lớn F1.7 cùng hệ thống lấy nét STM êm ái, Viltrox 35mm Air không chỉ giúp bạn bắt trọn khoảnh khắc trong mọi điều kiện ánh sáng mà còn mang lại hiệu ứng xóa phông mơ màng, đậm chất nghệ thuật. Siêu nhẹ và di động (180g) – Thiết kế dòng ""Air"" tối giản, kích thước chỉ Φ64×54.7mm, dễ dàng bỏ túi và mang theo mọi nơi. Khẩu độ lớn F1.7 – Tạo hiệu ứng Bokeh tròn trịa, mịn màng với 9 lá khẩu, đồng thời hỗ trợ chụp ảnh thiếu sáng xuất sắc mà không cần đẩy ISO quá cao. Tiêu cự tương đương 53mm – Cung cấp góc nhìn chân thực, gần gũi nhất với mắt người, lý tưởng cho ảnh chân dung, phong cảnh và chụp daily. Động cơ lấy nét STM im lặng – Lấy nét tự động nhanh chóng và chính xác, hỗ trợ công nghệ nhận diện mắt và khuôn mặt (Eye-AF) cho cả ảnh tĩnh và video. Quang học cao cấp 11/9 – Tích hợp 1 thấu kính ED, 1 thấu kính phi cầu và 2 thấu kính khúc xạ cao giúp hình ảnh sắc nét, giảm thiểu quang sai. Lớp phủ Nano đa lớp – Chống lóa sáng, bóng mờ và đảm bảo màu sắc trung thực ngay cả khi chụp ngược sáng. Khoảng cách lấy nét gần 0.33m – Cho phép bạn tiếp cận gần hơn với chủ thể để ghi lại những chi tiết nhỏ với độ sắc nét tuyệt vời. Bền bỉ & Sẵn sàng cho tương lai – Ngàm kim loại chắc chắn cùng cổng USB-C tích hợp để dễ dàng cập nhật Firmware mới nhất. Viltrox AF 35mm F1.7 Air là minh chứng cho việc một ống kính giá rẻ vẫn có thể sở hữu chất lượng hoàn thiện cao cấp. Với thiết kế Internal Focus , ống kính duy trì chiều dài không đổi khi lấy nét, giúp bảo vệ các thấu kính bên trong và hoạt động ổn định trên các loại Gimbal cỡ nhỏ. Đặc biệt, lớp phủ thấu kính phía trước có khả năng chống thấm nước và bám bẩn, giúp bạn yên tâm hơn khi tác nghiệp trong các môi trường ngoài trời. Đây là lựa chọn nâng cấp đáng giá từ ống kính kit, mang lại chiều sâu hình ảnh và hiệu suất video mượt mà nhờ sự tương thích hoàn hảo với hệ thống ổn định hình ảnh trong thân máy (IBIS). Thông số Chi tiết Định dạng APS-C Ngàm Sony E / Fujifilm X / Nikon Z Tiêu cự 35mm (Tương đương 53mm trên FF) Khẩu độ F1.7 - F16 Số lá khẩu 9 lá Động cơ lấy nét STM (Stepping Motor) Trọng lượng ≈ 180g Kích thước Filter Φ52mm Khoảng cách lấy nét gần nhất 0.33m Biến mọi khoảnh khắc thường ngày thành tác phẩm nghệ thuật với Viltrox AF 35mm F1.7 Air chính hãng tại Kingcom . Nhỏ gọn, mạnh mẽ và đầy sáng tạo – đây là chiếc ống kính mà mọi người dùng máy ảnh Crop nên sở hữu. Đặt hàng ngay để nhận ưu đãi bảo hành 12 tháng!","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FNC21,Nanlite CN-W2 Wi-Fi Adapter,Nanlite,5290000,https://store.kingcom.com.vn/products/nanlite-cn-w2-wi-fi-adapter,"Các tính năng chính: Hub kết nối 2.4G cho đèn hỗ trợ Wi-Fi Điều khiển tất cả đèn trên mạng Wi-Fi Kiểm soát độ sáng và nhiệt độ màu Phạm vi không dây 49,2' Kết nối đầu ra DMX 5 chân Ứng dụng iOS hoặc Android miễn phí Tạo và lưu nhiều cảnh chiếu sáng khác nhau Bộ điều hợp Wi-Fi CN-W2 từ Nanlite cho phép điều khiển đèn Wi-Fi tương thích theo kiểu DMX. Điều khiển độ sáng, màu sắc và nhiệt độ màu không dây bằng ứng dụng iOS hoặc Android miễn phí, sau đó tạo và lưu các cảnh chiếu sáng để sử dụng trong tương lai.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FNC24,Nanlite NANLINK WS-RC-C2 2.4GHz Remote Control,Nanlite,360000,https://store.kingcom.com.vn/products/nanlite-nanlink-ws-rc-c2-2-4ghz-remote-control,"KIỂM SOÁT TOÀN DIỆN - Bộ điều khiển từ xa Nanlink WS-RC-C2 từ NanLite cho phép điều chỉnh độ sáng, nhiệt độ màu, sắc độ, độ bão hòa và chuyển đổi giữa chế độ ánh sáng mạnh và nhẹ không dây trên các loại đèn tương thích. TƯƠNG THÍCH RỘNG RÃI - WS-RC-C2 hoạt động với tất cả các loại đèn Nanlite và Nanlux được trang bị bộ thu 2,4ghz tích hợp. TẦM TIẾP CẬN THÊM - Điều khiển đèn tương thích từ khoảng cách làm việc 32ft/10m KIỂM SOÁT ĐƠN GIẢN - Đây là cách dễ nhất để điều khiển đèn chiếu sáng không dây. Thao tác điều khiển từ xa tay cầm WS-RC-C2 đơn giản đến không thể dễ dàng hơn.","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUDWW,(Comming soon) Ulanzi  LE20 - Đèn trợ sáng RGB tích hợp quạt tản nhiệt công suất 20W,Ulanzi,1279000,https://store.kingcom.com.vn/products/ulanzi-den-tro-sang-rgb-tich-hop-quat-tan-nhiet-cong-suat-20w,"Thông số kỹ thuật sản phẩm: - Kích thước: 78x78x31mm/3*3*1.2inch - Trọng lượng (chỉ loại nhẹ): 185g/0,40lb - CCT: 2500K-9000K - CRI: ≥95 - TLCI: ≥95 - Độ rọi tối đa: 3200Lx@0.5m - Công suất: 20W - Dung lượng pin: 5000mAh - Thời gian sạc PD: khoảng 70 phút - Thời gian chạy ở mức công suất tối đa: 30 phút - Cổng sạc: Type-C Đặt điểm nổi bật của sản phẩm: - Được thiết kế để dễ dàng mang theo, đủ nhỏ gọn để bỏ vào túi, rất lý tưởng cho việc chụp ảnh khi di chuyển. - Giải phóng sự sáng tạo của bạn với chế độ RGB đầy đủ màu sắc. Chế độ màu HSI cho phép bạn tinh chỉnh sắc thái, độ bão hòa và cường độ một cách dễ dàng bằng núm xoay vô cấp. - LE20 cung cấp công suất 20W với độ rọi ấn tượng lên tới 3200Lx ở khoảng cách 0,5m, đảm bảo tái tạo màu sắc chính xác. - Đèn có chỉ số CRI cao đảm bảo tái tạo màu sắc chính xác, hoàn hảo cho nhu cầu chụp ảnh và quay video, đồng thời tăng cường độ sống động cho hình ảnh của bạn. Bộ sản phẩm bao gồm: - 1 x Đèn Video RGB 20W - 1 x Cáp sạc - 1 x Bộ chuyển đổi 1/4 - 1 x Bộ chuyển đổi giày lạnh - 1 x Cờ lê lục giác - 1 x Tán sáng - 1 x Hướng dẫn sử dụng","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUDZS,Đèn LED Video Di Động Ulanzi ML100RGB 100W Nhiều Màu,Ulanzi,4249000,https://store.kingcom.com.vn/products/comming-soon-ulanzi-ml100-rgb-100w-cob-video-light-with-built-in-battery,"Thông số kỹ thuật sản phẩm: - Chất liệu: ABS+PC - Kích thước: 12,4*10,4*11,3cm - Cân nặng: 992g - Công suất: 100w - Góc chùm tia: 120° - Ắc quy: 22,2V/5000mAh 111Wh - Nguồn điện: DC(20V/5A), Type-C PD(28V/5A) - Bộ nguồn DC: + Chất liệu: PC + Kích thước: 154,3*65,1*33,5mm + Cân nặng: 435g (bộ đổi nguồn) / 72,5g (cáp sạc dài 1,5m) + Công suất: 100w + Đầu vào: AC100~240V 50/60Hz, 2.5A(Max) + Đầu ra: 20V/5A (Tối đa) Ưu điểm nổi bật sản phẩm: - Được thiết kế để dễ dàng di chuyển, đèn cầm tay này cho phép dễ dàng di chuyển giữa các địa điểm và chụp ảnh khi đang di chuyển. - Hạt đèn COB mạnh mẽ mang lại độ sáng cao với ánh sáng dịu nhẹ và đều khắp không gian ngay cả trong môi trường tối. - Tận hưởng khả năng sáng tạo không bị gián đoạn với pin lithium 111Wh tích hợp, cung cấp cả tùy chọn cấp nguồn không dây và có dây - Đạt được tâm trạng hoàn hảo với dải nhiệt độ hai màu rộng 2700K-6500K và khả năng điều chỉnh độ sáng liên tục từ 1%-100%. Bộ sản phẩm bao gồm : - 1 x Đèn ML100 RGB - 1 x Bộ đổi nguồn (bao gồm cáp sạc 1,5m) - 1 x Chóa đèn - 1 x Tản sáng - 1 x Hướng dẫn sử dụng","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUES7,Ulanzi IN-04 Insta360 X4 Camera Cage,Ulanzi,660000,https://store.kingcom.com.vn/products/ulanzi-in-04-insta-360-x4-camera-cage,"là khung bảo vệ kim loại được thiết kế chuyên dụng cho Insta360 X4 , giúp bảo vệ camera khỏi va đập và đồng thời mở rộng khả năng gắn phụ kiện khi quay video 360°. Với thiết kế gọn nhẹ nhưng chắc chắn, sản phẩm phù hợp cho các hoạt động quay vlog, du lịch, thể thao hoặc sáng tạo nội dung ngoài trời. Khung cage được gia công từ hợp kim nhôm CNC cao cấp , mang lại độ bền cao và khả năng chống trầy xước hiệu quả. Thiết kế ôm sát thân máy giúp giữ camera cố định nhưng vẫn giữ quyền truy cập đầy đủ vào các nút bấm, cổng kết nối và khe pin , giúp người dùng có thể thao tác và sạc thiết bị mà không cần tháo khung. Ulanzi IN-04 được trang bị nhiều điểm gắn phụ kiện như ren 1/4 inch , ngàm GoPro và 2 cold shoe , cho phép gắn thêm micro, đèn LED hoặc các phụ kiện quay phim khác. Điều này giúp người dùng dễ dàng xây dựng một bộ rig quay video hoàn chỉnh cho vlog hoặc livestream. Ngoài ra, sản phẩm còn đi kèm nắp bảo vệ lens silicone , giúp bảo vệ ống kính khỏi bụi bẩn và trầy xước khi không sử dụng. Với trọng lượng chỉ khoảng 50–52g , cage vẫn đảm bảo độ chắc chắn nhưng không làm tăng đáng kể trọng lượng khi gắn trên selfie stick hoặc tripod. Ưu điểm nổi bật Khung bảo vệ kim loại CNC chắc chắn cho Insta360 X4 2 cold shoe + ren 1/4 inch + GoPro mount mở rộng phụ kiện Thiết kế ôm sát máy, không che nút bấm và cổng kết nối Bảo vệ camera khỏi va đập và trầy xước Đi kèm nắp bảo vệ lens silicone Trọng lượng nhẹ, phù hợp quay vlog và hành trình Thông số kỹ thuật Thương hiệu: Ulanzi Model: IN-04 Tương thích: Insta360 X4 Chất liệu: Hợp kim nhôm + cao su Điểm gắn: 2 cold shoe, 2 ren 1/4"", 1 ngàm GoPro Tải trọng: khoảng 2 kg Kích thước: ~136.5 × 57.5 × 22 mm Trọng lượng: ~52 g","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUES2,"ULANZI CO13 (C041GBB1) - Bộ Đế Chuyển Đổi, Tháo Lắp Nhanh Cho Insta360 X4/X3/X2",Ulanzi,320000,https://store.kingcom.com.vn/products/ulanzi-co13-c041gbb1-bo-de-chuyen-doi-thao-lap-nhanh-cho-insta360-x4-x3-x2,"👉 TÍNH NĂNG: ◾ Tương thích với Insta360 X4 / X3 / X2 ◾ Dễ dàng tháo - lắp. ◾ Thiết kế gập từ tính, ẩn và mở có thể tương thích với các phụ kiện sinh thái DJI Action ◾ Hỗ trợ chuyển đổi 3 giao diện dễ dàng chuyển đổi giữa các thiết bị khác ◾ Lỗ vít 1/4"" phổ thông giúp kết nối với tripod, magic arm. 👉 THÔNG SỐ KỸ THUẬT: ◾ Thương hiệu: Ulanzi ◾ Model: CO13 (C041GBB1) ◾ Tương thích: Insta360 X4/X3/X2 ◾ Chất liệu: Hợp kim nhôm, Miếng đệm cao su, Thép không gỉ và Nam châm ◾ Trọng lượng sản phẩm: 19±3 g ◾ Kích thước: 46 x 19 x 14,5 mm ◾ Kích thước đóng gói: 63 x 63 x 40 mm ◾ Khả năng chịu lực: <180g 👉 DANH SÁCH ĐÓNG GÓI: 1x Bộ chuyển đổi 3in1 Ulanzi CO13 1x Tua vít","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUES1,ULANZI C-X3 - Khung Kim Loại Cho Insta360 X3 3197,Ulanzi,690000,https://store.kingcom.com.vn/products/ulanzi-c-x3-khung-kim-loai-cho-insta360-x3-3197,"👉 TÍNH NĂNG: ◾ Tương thích Insta360 X3 ◾ Ngàm Cold shoe và lỗ ren 1/4""-20 để gắn thêm các phụ kiện như: micro, đèn, v.v... ◾ Gioăng cao su tích hợp, bảo vệ an toàn không làm hỏng máy. ◾ Không che cổng Type-C, nắp pin, lỗ loa, nút công tắc. ◾ Khung được làm từ chất liệu hợp kim nhôm siêu chắc chắn giúp bảo vệ thiết bị khỏi bị sốc acci ◾ Đi kèm với kính bảo vệ ống kính silicone, đủ mềm để bảo vệ ống kính kép khỏi bụi và bị trầy xước ◾ Lớp phủ quang học kép AF và AR và bề mặt chống thấm nước, tấm bảo vệ ống kính đảm bảo tầm nhìn rõ ràng hơn 👉 THÔNG SỐ KỸ THUẬT: ◾ Thương hiệu: Ulanzi ◾ Model: C-X3 ◾ Tương thích: Insta360 X3 ◾ Chất liệu: Hợp kim nhôm + Silicon ◾ Trọng lượng sản phẩm: 69.5±5g ◾ Kích thước: 133,4*59*20±1mm ◾ Kích thước đóng gói: 148*73*41±3mm 👉 DANH SÁCH ĐÓNG GÓI: 1x Khung Insta360 X3 1x Ốp silicon bảo vệ lens 1x Túi đựng","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUEEM,Ulanzi PK-08 Mini Tripod for Osmo Pocket 3,Ulanzi,270000,https://store.kingcom.com.vn/products/ulanzi-pk-18-mini-tripod-for-osmo-pocket-3,"Đánh giáBạn cũng có thể thích Bảo vệ vận chuyển1,48 đô la Thêm vào giỏ hàng Bộ chuyển đổi mở rộng Ulanzi PK-06 cho DJI Osmo Pocket 3 C01439,95 đô la Thêm vào giỏ hàng Bộ chuyển đổi ngàm gắn Cold Shoe Ulanzi CA22 cho DJI OSMO Action 4/3 & Pocket 3 C071GBB117,95 đô la Thêm vào giỏ hàng Chân máy điện thoại gắn Carabiner U","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
FUEEL,Ulanzi PK-11 Pocket 3 Locating Base Plate (Type C),Ulanzi,270000,https://store.kingcom.com.vn/products/ulanzi-pk-11-pocket3-locating-base-plate-type-c,"Đánh giáBạn cũng có thể thích Bảo vệ vận chuyển1,48 đô la Thêm vào giỏ hàng Bộ chuyển đổi mở rộng Ulanzi PK-06 cho DJI Osmo Pocket 3 C01439,95 đô la Thêm vào giỏ hàng Bộ chuyển đổi ngàm gắn Cold Shoe Ulanzi CA22 cho DJI OSMO Action 4/3 & Pocket 3 C071GBB117,95 đô la Thêm vào giỏ hàng Chân máy điện thoại gắn Carabiner U","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
NRS21,Khung SmallRig 4533 Cage for Sony Alpha 9 III,Smallrig,2290000,https://store.kingcom.com.vn/products/khung-smallrig-4533-cage-for-sony-alpha-9-iii,"1. Thiết kế hợp lý mới với nút bấm không bị cản trở đảm bảo vừa vặn hoàn hảo và dễ sử dụng. 2. Tay cầm tiện dụng được nhúng bằng da bò lớp đầu tiên và hoàn toàn phù hợp với máy ảnh. 3. Kẹp cáp HDMI ""Rhinoceros"" chuyên dụng cố định cáp và bảo vệ cổng để truyền ổn định. 4. Nhiều giao diện khác nhau: lỗ ren 1/4""-20, lỗ định vị ARRI 3/8""-16, đế giữ lạnh, thanh ray NATO và ổ cắm QD. Mở rộng không giới hạn với tay cầm, micrô, đèn video LED, màn hình, v.v. 5. Tấm tháo lắp nhanh Arca-Swiss tích hợp để chuyển đổi nhanh giữa chế độ chụp cầm tay, chân máy hoặc gimbal (DJI RS 2 / RSC 2 / RS 3 / RS 3 Pro).","Smallrig, Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone"
FUES5,ULANZI IN-02 - Khung Kim Loại Bảo Vệ Insta 360 Ace / Ace Pro C012,Ulanzi,970000,https://store.kingcom.com.vn/products/ulanzi-in-02-khung-kim-loai-bao-ve-insta-360-ace-ace-pro-c012,"👉 TÍNH NĂNG NỔI BẬT: - Chuyển đổi chế độ ngang - dọc dễ dàng. - Tương thích đa dạng như: dây đeo, tripod, kẹp balo, v.v... - Tháo tác lắp đặt dễ dàng, chỉ cần trượt và khóa lại. 👉 THÔNG SỐ KỸ THUẬT: ◾ Thương hiệu: Ulanzi ◾ Model: IN-02 (C012) ◾ Tương thích: Insta360 Ace / Ace Pro ◾ Chất liệu: Aluminum ◾ Trọng lượng: 76g ◾ Kích thước: 81.9 x 66.4 x 33.7mm 👉 DANH SÁCH ĐÓNG GÓI: 1x Khung IN-02 👉 TÍNH NĂNG NỔI BẬT: - Chuyển đổi chế độ ngang - dọc dễ dàng. - Tương thích đa dạng như: dây đeo, tripod, kẹp balo, v.v... - Tháo tác lắp đặt dễ dàng, chỉ cần trượt và khóa lại. 👉 THÔNG SỐ KỸ THUẬT: ◾ Thương hiệu: Ulanzi ◾ Model: IN-02 (C012) ◾ Tương thích: Insta360 Ace / Ace Pro ◾ Chất liệu: Aluminum ◾ Trọng lượng: 76g ◾ Kích thước: 81.9 x 66.4 x 33.7mm 👉 DANH SÁCH ĐÓNG GÓI: 1x Khung IN-02","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
V117,Ống kính Viltrox EPIC Anamorphic 25/35/50/75/100mm T2.0 1.33X Cine Ngàm PL (One Kit),Viltrox,575200000,https://store.kingcom.com.vn/products/viltrox-epic-anamorphic-25-35-50-75-100mm-t2-0-1-33x-cine-ngam-pl-one-kit,"Khẩu độ không đổi T2.0. Tỷ lệ nén liên tục 1,33X: Đảm bảo độ méo hình ảnh đồng đều từ xa đến gần. Hiệu ứng bokeh đẹp mắt và các đốm sáng hình bầu dục được thể hiện một cách sống động. Mặt trước tương thích với hộp mờ 95mm. Độ bão hòa màu: Phục hồi màu sắc nguyên bản theo phong cách cổ điển. Hiệu suất quang học nhất quán: Thiết kế vị trí bánh răng và đặc tính đồng nhất. Ống kính điện ảnh Anamorphic Dòng EPIC có khả năng biểu đạt hình ảnh ấn tượng, tái tạo màu sắc thuần khiết cổ điển, tỷ lệ thu phóng không đổi 1,33x, khẩu độ không đổi, hiệu suất quang học nhất quán và ""không"" hiện tượng ""breathing""","Lighting, Strobe Lighting, Photo & Video Lights, Specialty Lighting, Light Modifiers, Light Stands & Mounting, Lighting Accessories, Battery, Lighting Projector, Pro Audio, Wireless Microphone, Microphone"
